OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
950,9/22/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",202,451,1345,981,66,58,366,425,37,27,201,0,312,211,0,786,218,71,0,0,0,300,173,123
951,9/22/2021 11:00,Staff: State and Local Affected Facilities,372,353,278,585,0,0,110,0,0,62,59,22,0,111,0,23,34,8,0,0,0,469,138,61
952,9/22/2021 11:00,Patients: State and Local Affected Facilities,0,0,261,6,0,0,54,0,0,58,29,0,0,122,0,0,0,8,0,0,0,2,99,46
953,9/22/2021 11:00,Inmates: State and Local Affected Facilities,0,70,649,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0
954,9/22/2021 11:00,Youth: State and Local Affected Facilities,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,9/29/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",362,108,1078,753,19,115,215,277,24,39,171,8,179,131,0,736,264,68,0,0,4,415,127,109
956,9/29/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",410,225,1140,839,2,122,341,426,11,27,204,0,318,71,5,781,296,72,0,0,0,370,173,126
957,9/29/2021 11:00,Staff: State and Local Affected Facilities,421,276,279,492,0,0,0,0,0,62,62,35,0,27,0,23,169,8,0,0,0,476,145,62
958,9/29/2021 11:00,Patients: State and Local Affected Facilities,0,0,261,6,0,0,0,0,0,57,31,0,0,65,0,0,52,17,0,0,0,2,122,48
959,9/29/2021 11:00,Inmates: State and Local Affected Facilities,0,70,652,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0
960,9/29/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,10/6/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",313,85,872,977,0,62,140,211,68,41,456,98,59,25,0,571,210,68,0,0,39,421,127,123
962,10/6/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",316,198,1036,934,0,71,208,339,131,27,442,45,114,23,5,597,228,70,0,0,38,387,173,144
963,10/6/2021 11:00,Staff: State and Local Affected Facilities,436,181,280,553,0,0,123,0,0,57,63,35,0,0,0,23,169,8,0,0,0,432,148,65
964,10/6/2021 11:00,Patients: State and Local Affected Facilities,0,0,261,0,0,0,85,0,0,23,44,0,0,0,0,0,52,19,0,0,0,0,123,54
965,10/6/2021 11:00,Inmates: State and Local Affected Facilities,0,433,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0
966,10/6/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
967,10/6/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",313,85,872,977,0,62,140,211,68,41,407,98,59,25,0,571,210,68,0,0,39,421,127,123
968,10/6/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",316,198,1036,934,0,71,208,339,131,27,426,45,114,23,5,597,228,70,0,0,38,387,173,144
969,10/6/2021 11:00,Staff: State and Local Affected Facilities,436,181,280,553,0,0,123,0,0,57,63,35,0,0,0,23,169,8,0,0,0,432,148,65
970,10/6/2021 11:00,Patients: State and Local Affected Facilities,0,0,261,0,0,0,85,0,0,23,44,0,0,0,0,0,52,19,0,0,0,0,123,54
971,10/6/2021 11:00,Inmates: State and Local Affected Facilities,0,433,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0
972,10/6/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
973,10/13/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",486,263,1116,1021,95,34,217,212,68,41,254,98,127,184,1,867,326,69,0,0,91,508,197,126
974,10/13/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",588,411,1359,1004,140,54,212,341,131,27,260,45,160,134,5,921,412,70,0,0,72,555,252,144
975,10/13/2021 11:00,Staff: State and Local Affected Facilities,447,368,107,247,0,0,124,0,0,57,30,0,0,28,0,0,169,8,0,0,0,412,129,65
976,10/13/2021 11:00,Patients: State and Local Affected Facilities,0,104,141,104,0,0,85,0,0,23,44,0,0,65,0,0,52,20,0,0,0,0,123,54
977,10/13/2021 11:00,Inmates: State and Local Affected Facilities,0,364,783,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,10/13/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
979,10/20/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",445,136,978,968,95,34,174,211,73,95,226,94,188,160,12,772,398,69,0,0,33,409,199,127
980,10/20/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",540,227,1117,960,140,54,228,339,59,98,213,39,259,120,6,828,554,70,0,0,28,508,252,144
981,10/20/2021 11:00,Staff: State and Local Affected Facilities,476,275,175,88,0,0,125,0,0,0,67,0,0,28,0,0,169,0,0,0,0,415,90,0
982,10/20/2021 11:00,Patients: State and Local Affected Facilities,0,104,120,104,0,0,88,0,0,0,45,0,0,65,0,0,52,0,0,0,0,0,102,0
983,10/20/2021 11:00,Inmates: State and Local Affected Facilities,0,365,383,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,10/20/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
985,10/27/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,65,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
986,10/27/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,80,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
987,10/27/2021 11:00,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
988,10/27/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
989,10/27/2021 11:00,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,10/27/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
991,10/27/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,71,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
992,10/27/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,85,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
993,10/27/2021 11:00,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
994,10/27/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
995,10/27/2021 11:00,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,10/27/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
997,10/27/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,71,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
998,10/27/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,85,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
999,10/27/2021 11:00,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
1000,10/27/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
1001,10/27/2021 11:00,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,10/27/2021 11:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1003,11/3/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,289,119,288,0,0,367,250,0,0,0,0,276,130,0
1004,11/3/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,270,93,393,0,3,277,474,0,0,0,0,315,173,0
1005,11/3/2021 11:00,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1006,11/3/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1007,11/3/2021 11:00,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1008,11/3/2021 11:00,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1009,11/3/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,193,119,288,0,0,367,250,0,0,0,0,276,130,0
1010,11/3/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,222,93,393,0,3,277,474,0,0,0,0,315,173,0
1011,11/3/2021 11:00,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1012,11/3/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1013,11/3/2021 11:00,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1014,11/3/2021 11:00,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1015,11/3/2021 11:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,193,119,288,0,0,367,250,0,0,0,0,276,130,0
1016,11/3/2021 11:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,222,93,393,0,3,277,474,0,0,0,0,315,173,0
1017,11/3/2021 11:00,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1018,11/3/2021 11:00,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1019,11/3/2021 11:00,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1020,11/3/2021 11:00,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1021,11/10/2021 10:00,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",258,149,1087,681,40,33,101,219,60,101,58,0,196,111,1,247,173,72,0,0,22,183,130,53
1022,11/10/2021 10:00,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",312,252,1382,685,64,29,123,341,127,108,61,0,318,189,6,172,288,74,0,0,7,172,173,46
1023,11/10/2021 10:00,Staff: State and Local Affected Facilities,534,184,290,268,0,0,0,0,0,61,38,25,0,0,0,24,182,8,0,0,0,520,114,0
1024,11/10/2021 10:00,Patients: State and Local Affected Facilities,0,0,262,0,0,0,0,0,0,23,0,0,0,0,0,0,52,21,0,0,0,2,114,0
1025,11/10/2021 10:00,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0
1026,11/10/2021 10:00,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
